table_name,column_name,confidence,description
fact_tasks,task_period,high,"Time window or recurrence period governing the task, such as daily, weekly, or seasonal."
fact_tasks,assignment_date,high,Calendar date on which the task was assigned to the player.
fact_tasks,target,high,Integer objective required to complete the task.
fact_tasks,progress_before,high,Task progress value immediately before the recorded update.
fact_tasks,progress_after,high,Task progress value immediately after the recorded update.
fact_tasks,progress_pct,high,Percentage of the task objective completed at the recorded state.
fact_tasks,status,high,"Current lifecycle state of the task, such as assigned, in progress, completed, or expired."
fact_tasks,reward_claimed,high,Boolean flag indicating whether the player claimed the task reward.
fact_tasks,reward_ref,medium,Reference to the reward definition or reward grant associated with the task.
fact_tasks,assigned_at,medium,Serialized timestamp indicating when the task was assigned to the player.
fact_tasks,completed_at,medium,Serialized timestamp indicating when the player completed the task.
fact_tasks,claimed_at,medium,Serialized timestamp indicating when the player claimed the task reward.
fact_user_activity_daily,org_id,high,Identifier of the organization or tenant owning the daily activity record.
fact_user_activity_daily,game_id,high,Identifier of the game for which daily player activity is summarized.
fact_user_activity_daily,user_id,high,Unique identifier for the player represented in the daily activity record.
fact_user_activity_daily,event_date,high,Calendar date for the player's summarized activity.
fact_user_activity_daily,session_count,high,Number of gameplay sessions attributed to the player on the recorded date.
fact_user_activity_daily,event_count,high,Number of tracked gameplay or telemetry events generated by the player on the recorded date.
fact_user_activity_daily,days_since_install,high,Number of elapsed days between the player's install date and the activity date.
fact_user_activity_daily,is_new_install,high,Boolean flag indicating whether the player installed the game on the recorded date.
fact_user_activity_daily,is_returning,high,Boolean flag indicating whether the player was active after a prior activity period rather than being a new install.
fact_user_daily,org_id,high,"Identifier for the organization that owns the game data, supporting tenant-level isolation and reporting."
fact_user_daily,game_id,high,Identifier for the game associated with the user's daily activity and performance measures.
fact_user_daily,game_client_id,medium,Identifier for the game client or application variant generating the daily user activity.
fact_user_daily,user_id,high,Unique identifier for the player represented by the daily activity record.
fact_user_daily,event_date,high,Calendar date on which the user's activity and aggregated gameplay metrics occurred.
fact_user_daily,country,high,"Country associated with the user's activity, supporting geographic performance and monetization analysis."
fact_user_daily,platform,high,"Operating platform used for the user's activity, such as iOS or Android."
fact_user_daily,app_version,high,"Application version used during the activity date, enabling release quality and behavior comparisons."
fact_user_daily,sessions_count,high,Number of gameplay sessions attributed to the user on the activity date.
fact_user_daily,total_session_sec,high,"Total gameplay session duration for the user on the activity date, measured in seconds."
fact_user_daily,avg_session_sec,high,"Average duration of the user's gameplay sessions on the activity date, measured in seconds."
fact_user_daily,has_session,high,Boolean indicator showing whether the user recorded at least one gameplay session on the activity date.
fact_user_daily,revenue_iap_usd,high,"Total recognized in-app purchase revenue generated by the user on the activity date, expressed in U.S. dollars."
fact_user_daily,purchases_count,high,Number of in-app purchase transactions attributed to the user on the activity date.
fact_user_daily,ad_impressions,high,Number of advertisements displayed to the user on the activity date.
fact_user_daily,ad_revenue_usd,high,"Advertising revenue attributed to the user's ad impressions on the activity date, expressed in U.S. dollars."
fact_user_daily,is_payer,high,Boolean indicator showing whether the user made at least one in-app purchase on the activity date.
fact_user_daily,coins_earned,high,Total quantity of soft-currency coins earned by the user on the activity date.
fact_user_daily,coins_spent,high,Total quantity of soft-currency coins spent by the user on the activity date.
fact_user_daily,gems_earned,high,Total quantity of premium-currency gems earned by the user on the activity date.
fact_user_daily,gems_spent,high,Total quantity of premium-currency gems spent by the user on the activity date.
fact_user_daily,events_joined,medium,Number of in-game events entered or joined by the user on the activity date.
fact_user_daily,tournament_entries,high,Number of tournament participation entries recorded for the user on the activity date.
fact_user_daily,gameplay_runs,medium,Total number of gameplay runs completed or initiated by the user on the activity date.
fact_user_daily,runs_classic,high,Number of gameplay runs in the Classic mode completed or initiated by the user on the activity date.
fact_user_daily,runs_blitz,high,Number of gameplay runs in the Blitz mode completed or initiated by the user on the activity date.
fact_user_daily,runs_target,medium,Number of gameplay runs in the Target mode completed or initiated by the user on the activity date.
fact_user_daily,best_score,high,Highest gameplay score recorded for the user on the activity date.
fact_user_daily,avg_score,high,Average gameplay score recorded across the user's applicable runs on the activity date.
fact_user_segment_daily,user_id,high,Unique identifier for the player whose segment memberships and behavioral indicators are captured.
fact_user_segment_daily,snapshot_date,high,Date on which the player's segment assignments and rolling behavioral attributes were evaluated.
fact_user_segment_daily,lifecycle_segment_id,high,"Identifier of the player's lifecycle segment, such as new, active, reactivated, or churn-risk."
fact_user_segment_daily,engagement_segment_id,high,Identifier of the player's engagement-based segment derived from activity and usage behavior.
fact_user_segment_daily,monetization_segment_id,high,Identifier of the player's monetization segment based on spending or revenue behavior.
fact_user_segment_daily,overlay_segment_ids,high,"Collection of additional segment identifiers that can overlap the player's primary lifecycle, engagement, or monetization classifications."
fact_user_segment_daily,days_since_install,high,Number of elapsed days between the player's installation date and the snapshot date.
fact_user_segment_daily,active_days_7d,high,Count of distinct days on which the player was active during the seven-day period ending on the snapshot date.
fact_user_segment_daily,active_days_28d,high,Count of distinct days on which the player was active during the 28-day period ending on the snapshot date.
fact_user_segment_daily,sessions_7d,high,Total gameplay sessions recorded for the player during the seven-day period ending on the snapshot date.
fact_user_segment_daily,spend_usd_to_date,high,"Cumulative player spending through the snapshot date, expressed in U.S. dollars."
fact_user_segment_daily,spend_usd_7d,high,"Player spending during the seven-day period ending on the snapshot date, expressed in U.S. dollars."
fact_user_segment_daily,ftue_completed,high,Boolean indicator showing whether the player completed the first-time user experience by the snapshot date.
fact_user_segment_daily,rewarded_ad_views_to_date,high,Cumulative number of rewarded advertisements viewed by the player through the snapshot date.
fact_user_segment_daily,has_continue_spend,medium,Boolean indicator showing whether the player has demonstrated continued spending behavior according to the segmentation logic.
fact_user_segment_daily,has_competition_entry,high,Boolean indicator showing whether the player has entered at least one competitive activity or tournament.
fact_user_segment_daily,has_task_claim,high,Boolean indicator showing whether the player has claimed at least one in-game task or quest reward.
fact_user_segment_daily,days_since_last_active,high,Number of elapsed days since the player's most recent recorded activity as of the snapshot date.
fact_user_segment_daily,days_since_last_purchase,high,Number of elapsed days since the player's most recent purchase as of the snapshot date.
fact_user_segment_daily,active_days_7d_delta,medium,Change in the player's seven-day active-day count relative to the comparison period used by the segmentation pipeline.
fact_user_segment_daily,spend_7d_delta,medium,"Change in seven-day player spending relative to the comparison period, expressed in U.S. dollars."
fact_user_segment_daily,sessions_7d_delta,medium,Change in the player's seven-day session count relative to the comparison period.
fact_user_segment_daily,org_id,high,Identifier for the organization that owns the segmentation data.
fact_user_segment_daily,game_id,high,Identifier for the game whose player segmentation is represented.
fact_user_segment_daily,game_client_id,medium,Identifier for the game client or application variant associated with the segmentation record.
fact_user_segment_daily,created_at,high,Timestamp when the segmentation record was initially created in the warehouse.
fact_user_segment_daily,updated_at,high,Timestamp of the most recent update to the segmentation record.
funnel_definitions,funnel_id,high,Unique identifier for the configured analytics funnel.
funnel_definitions,funnel_name,high,Business-readable name used to identify the funnel.
funnel_definitions,domain,medium,"Business or gameplay domain to which the funnel belongs, such as onboarding, monetization, or engagement."
funnel_definitions,grain,high,"Analytical entity or aggregation level at which the funnel is evaluated, such as user, session, or event."
funnel_definitions,funnel_steps,high,"Ordered configuration of funnel stages, including step identifiers, source tables, and conditions used to determine progression."
funnel_definitions,is_core,high,Boolean indicator showing whether the funnel is designated as a primary or standard business funnel.
funnel_definitions,status,high,"Lifecycle status of the funnel definition, such as active, draft, or retired."
funnel_definitions,org_id,high,Identifier for the organization that owns the funnel definition.
funnel_definitions,game_id,high,Identifier for the game to which the funnel definition applies.
funnel_definitions,game_client_id,medium,Identifier for the game client or application variant covered by the funnel definition.
funnel_definitions,created_at,high,Timestamp when the funnel definition was initially created.
funnel_definitions,updated_at,high,Timestamp of the most recent update to the funnel definition.
mart_metrics,obs_date,high,Date on which the metric observation applies.
mart_metrics,metric_id,high,Identifier for the standardized metric being reported.
mart_metrics,observed_value,high,"Calculated metric result for the specified date, dimensions, and analytical grain."
mart_metrics,numerator,high,"Numerator used to calculate the reported metric, such as conversions, revenue, or active users."
mart_metrics,denominator,high,"Denominator used to calculate the reported metric, such as eligible users, sessions, or impressions."
mart_metrics,sample_size,high,Number of observations or entities included in the metric calculation.
mart_metrics,country,high,Country dimension used to filter or group the metric observation.
mart_metrics,platform,high,Platform dimension used to filter or group the metric observation.
mart_metrics,segment_id,high,Identifier for the player segment used to scope the metric observation.
mart_metrics,source_table,high,Name of the warehouse table from which the metric inputs were derived.
mart_metrics,source_grain,high,Entity or aggregation grain of the source data used to calculate the metric.
mart_metrics,org_id,high,Identifier for the organization that owns the metric observation.
mart_metrics,game_id,high,Identifier for the game associated with the metric observation.
mart_metrics,game_client_id,medium,Identifier for the game client or application variant associated with the metric observation.
mart_metrics,created_at,high,Timestamp when the metric record was initially created.
mart_metrics,updated_at,high,Timestamp of the most recent update to the metric record.
mart_metrics_cohort,obs_date,high,Date on which the cohort metric observation applies.
mart_metrics_cohort,metric_id,high,Identifier for the standardized cohort metric being reported.
mart_metrics_cohort,observed_value,high,Calculated cohort metric result for the specified observation date and cohort dimensions.
mart_metrics_cohort,numerator,high,"Numerator used to calculate the cohort metric, such as retained users, revenue, or conversions."
mart_metrics_cohort,denominator,high,"Denominator used to calculate the cohort metric, such as the originating cohort population."
mart_metrics_cohort,sample_size,high,Number of cohort members or observations included in the metric calculation.
mart_metrics_cohort,country,high,Country dimension used to filter or group the cohort metric observation.
mart_metrics_cohort,platform,high,Platform dimension used to filter or group the cohort metric observation.
mart_metrics_cohort,segment_id,high,Identifier for the player segment used to scope the cohort metric observation.
mart_metrics_cohort,source_table,high,Name of the warehouse table from which the cohort metric inputs were derived.
mart_metrics_cohort,source_grain,high,Entity or aggregation grain of the source data used to calculate the cohort metric.
mart_metrics_cohort,org_id,high,Identifier for the organization that owns the cohort metric observation.
mart_metrics_cohort,game_id,high,Identifier for the game associated with the cohort metric observation.
mart_metrics_cohort,game_client_id,medium,Identifier for the game client or application variant associated with the cohort metric observation.
mart_metrics_cohort,created_at,high,Timestamp when the cohort metric record was initially created.
mart_metrics_cohort,updated_at,high,Timestamp of the most recent update to the cohort metric record.
seg_definitions,segment_id,high,Unique identifier for the configured player segment.
seg_definitions,segment_key,high,"Stable technical key used to reference the segment in rules, pipelines, and analytics products."
seg_definitions,segment_name,high,Business-readable name of the player segment.
seg_definitions,tier,medium,Classification tier or hierarchy level assigned to the segment.
seg_definitions,is_exclusive,high,Boolean indicator showing whether a player can belong to only this segment within its classification group.
seg_definitions,business_meaning,high,Business description explaining the segment's intended interpretation and operational use.
seg_definitions,rule_sql,high,SQL expression or predicate defining the data conditions required for membership in the segment.
seg_definitions,source_tables,high,List of warehouse tables providing inputs to the segment membership rules.
seg_definitions,is_core,high,Boolean indicator showing whether the segment is a primary or standard segment for the game.
seg_definitions,org_id,high,Identifier for the organization that owns the segment definition.
seg_definitions,game_id,high,Identifier for the game to which the segment definition applies.
seg_definitions,game_client_id,medium,Identifier for the game client or application variant covered by the segment definition.
seg_definitions,created_at,high,Timestamp when the segment definition was initially created.
seg_definitions,updated_at,high,Timestamp of the most recent update to the segment definition.
session_event_seq,event_id,high,Unique identifier for the gameplay or telemetry event.
session_event_seq,event_name,high,Event type or action recorded during gameplay.
session_event_seq,event_timestamp,high,"Recorded timestamp of the event, stored as a string rather than a native temporal type."
session_event_seq,event_date,high,Calendar date associated with the event for partitioning and daily analysis.
session_event_seq,org_id,high,Identifier for the organization that owns the event data.
session_event_seq,game_id,high,Identifier for the game that generated the event.
session_event_seq,game_client_id,medium,Identifier for the game client or application variant that generated the event.
session_event_seq,user_id,high,Identifier for the player associated with the event.
session_event_seq,session_id,high,Identifier linking the event to a specific gameplay session.
session_event_seq,player_level,high,Player progression level recorded when the event occurred.
session_event_seq,gameplay_id,medium,Identifier linking the event to a specific gameplay run or core-loop instance.
session_event_seq,game_mode,high,Gameplay mode in which the event occurred.
session_event_seq,game_level,high,Game level or stage associated with the event.
session_event_seq,seq_in_session,high,Ordinal position of the event within its session.
session_event_seq,events_in_session,high,Total number of events recorded in the associated session.
session_event_seq,prev_event_name,high,Event type immediately preceding the current event within the session.
session_event_seq,next_event_name,high,Event type immediately following the current event within the session.
session_event_seq,sec_since_prev,high,Elapsed time in seconds between the current event and the preceding event in the session.
session_event_seq,seq_in_run,high,Ordinal position of the event within its gameplay run.
session_event_seq,is_session_first_event,high,Boolean indicator showing whether the event is the first recorded event in its session.
session_event_seq,is_session_last_event,high,Boolean indicator showing whether the event is the last recorded event in its session.
stg_alert_metrics_94012474,obs_date,high,Date on which the alert-monitoring metric was observed.
stg_alert_metrics_94012474,metric_id,high,Identifier for the metric evaluated by the alerting process.
stg_alert_metrics_94012474,observed_value,high,Metric value captured for alert evaluation on the observation date.
stg_alert_metrics_94012474,sample_size,high,Number of records or entities contributing to the alert metric.
stg_alert_metrics_94012474,source_grain,high,Entity or aggregation level represented by the source metric data.
stg_alert_metrics_94012474,org_id,high,Identifier for the organization associated with the alert metric.
stg_alert_metrics_94012474,game_id,high,Identifier for the game associated with the alert metric.
stg_alert_metrics_94012474,game_client_id,medium,Identifier for the game client or application variant associated with the alert metric.
stg_events_flattened,event_id,high,Unique identifier for the raw gameplay or telemetry event.
stg_events_flattened,event_name,high,"Name identifying the gameplay, lifecycle, monetization, or telemetry action recorded."
stg_events_flattened,event_timestamp,high,Event occurrence timestamp retained as a string from the source event payload.
stg_events_flattened,event_date,high,Calendar date derived from or associated with the event timestamp.
stg_events_flattened,user_id,high,Identifier for the player associated with the event.
stg_events_flattened,game_id,high,Identifier for the game that generated the event.
stg_events_flattened,game_client_id,medium,Identifier for the game client or application variant that generated the event.
stg_events_flattened,org_id,high,Identifier for the organization that owns the event data.
stg_events_flattened,install_date,high,"Date on which the player installed the game, supporting acquisition and retention cohorting."
stg_events_flattened,language,high,Language setting associated with the player's device or game session.
stg_events_flattened,acquisition_source,high,Marketing or referral source credited with acquiring the player.
stg_events_flattened,days_since_install,high,Number of days elapsed between installation and the event date.
stg_events_flattened,player_level,high,Player progression level at the time the event was recorded.
stg_events_flattened,device_id,high,"Identifier for the device associated with the event, supporting device-level attribution and diagnostics."
stg_events_flattened,os_version,high,Operating-system version on the device generating the event.
stg_events_flattened,app_version,high,Game application version active when the event was generated.
stg_events_flattened,device_type,high,"General device category associated with the event, such as phone or tablet."
stg_events_flattened,platform,high,"Operating platform used to access the game, such as iOS or Android."
stg_events_flattened,device_brand,high,Manufacturer brand of the device generating the event.
stg_events_flattened,device_model,high,Specific device model associated with the event.
stg_events_flattened,country,high,Country inferred or supplied for the player or device at event time.
stg_events_flattened,region,high,Administrative or geographic region associated with the event location.
stg_events_flattened,city,high,City associated with the player's event location.
stg_events_flattened,timezone,high,Time-zone identifier associated with the player or device location.
stg_events_flattened,session_id,high,Identifier linking the event to a gameplay session.
stg_events_flattened,session_number,high,Sequential number of the session for the player or device.
stg_events_flattened,is_first_session,high,Boolean indicator showing whether the event occurred during the player's first recorded session.
stg_events_flattened,event_source_type,medium,Category identifying the origin or collection mechanism of the event.
stg_events_flattened,sdk_version,high,Version of the analytics or game SDK that produced the event.
stg_events_flattened,event_params,high,Semi-structured JSON attributes containing event-specific parameters and payload details.
stg_game_94012474__events_raw,event_id,high,Unique identifier for the raw event received from the game telemetry source.
stg_game_94012474__events_raw,event_name,high,"Name identifying the gameplay, lifecycle, monetization, or telemetry event."
stg_game_94012474__events_raw,event_timestamp,high,Native timestamp indicating when the raw event occurred.
stg_game_94012474__events_raw,event_date,high,Calendar date associated with the raw event for partitioning and daily processing.
stg_game_94012474__events_raw,user_id,high,Identifier for the player associated with the raw event.
stg_game_94012474__events_raw,game_id,high,Identifier for the game that generated the raw event.
stg_game_94012474__events_raw,game_client_id,medium,Identifier for the game client or application variant that generated the raw event.
stg_game_94012474__events_raw,country,high,Country associated with the player or device at the time of the raw event.
stg_game_94012474__events_raw,platform,high,Operating platform used to access the game when the event was generated.
stg_game_94012474__events_raw,user_properties,medium,Serialized set of player attributes supplied with the raw event payload.
stg_game_94012474__events_raw,device,medium,Serialized device attributes supplied with the raw event payload.
stg_game_94012474__events_raw,geo,medium,Serialized geographic or location attributes supplied with the raw event payload.
stg_game_94012474__events_raw,session,medium,Serialized session context associated with the raw event.
stg_game_94012474__events_raw,event_source,medium,Serialized or coded identifier for the system or channel that supplied the raw event.
stg_game_94012474__events_raw,event_params,high,Serialized event-specific parameters received in the raw telemetry payload.
